Id,Geography,Total; Estimate; Population 18 to 24 years,Total; Estimate; Population 18 to 24 years - Less than high school graduate,Percent; Estimate; Population 18 to 24 years - Less than high school graduate,Total; Estimate; Population 18 to 24 years - High school graduate (includes equivalency),Percent; Estimate; Population 18 to 24 years - High school graduate (includes equivalency)
0500000US46127,"Union County, South Dakota",1072,220,20.5,362,33.8
0500000US46129,"Walworth County, South Dakota",360,63,17.5,117,32.5
0500000US46135,"Yankton County, South Dakota",1975,394,19.9,665,33.7
0500000US46137,"Ziebach County, South Dakota",292,81,27.7,130,44.5
0500000US47001,"Anderson County, Tennessee",6060,823,13.6,2479,40.9
0500000US47003,"Bedford County, Tennessee",3984,680,17.1,1684,42.3
0500000US47005,"Benton County, Tennessee",1122,163,14.5,621,55.3
0500000US47007,"Bledsoe County, Tennessee",1047,266,25.4,491,46.9
0500000US47009,"Blount County, Tennessee",10247,1575,15.4,4158,40.6
0500000US47011,"Bradley County, Tennessee",10780,1378,12.8,3993,37
0500000US47013,"Campbell County, Tennessee",3200,436,13.6,1629,50.9
0500000US47015,"Cannon County, Tennessee",1069,90,8.4,687,64.3
0500000US47017,"Carroll County, Tennessee",2721,261,9.6,939,34.5
0500000US47019,"Carter County, Tennessee",4832,564,11.7,1735,35.9
0500000US47021,"Cheatham County, Tennessee",3174,252,7.9,1299,40.9
0500000US47023,"Chester County, Tennessee",2581,286,11.1,621,24.1
0500000US47025,"Claiborne County, Tennessee",3140,291,9.3,1183,37.7
0500000US47027,"Clay County, Tennessee",569,130,22.8,202,35.5
0500000US47029,"Cocke County, Tennessee",2703,312,11.5,1723,63.7
0500000US47031,"Coffee County, Tennessee",4401,715,16.2,2033,46.2
0500000US47033,"Crockett County, Tennessee",1145,188,16.4,564,49.3
0500000US47035,"Cumberland County, Tennessee",3783,450,11.9,1999,52.8
0500000US47037,"Davidson County, Tennessee",70047,7565,10.8,19257,27.5
0500000US47039,"Decatur County, Tennessee",825,124,15,321,38.9
0500000US47041,"DeKalb County, Tennessee",1591,147,9.2,789,49.6
0500000US47043,"Dickson County, Tennessee",4237,628,14.8,2174,51.3
0500000US47045,"Dyer County, Tennessee",3309,571,17.3,1234,37.3
0500000US47047,"Fayette County, Tennessee",2709,402,14.8,999,36.9
0500000US47049,"Fentress County, Tennessee",1300,142,10.9,673,51.8
0500000US47051,"Franklin County, Tennessee",4516,325,7.2,1614,35.7
0500000US47053,"Gibson County, Tennessee",3844,420,10.9,1684,43.8
0500000US47055,"Giles County, Tennessee",2534,317,12.5,918,36.2
0500000US47057,"Grainger County, Tennessee",1668,128,7.7,900,54
0500000US47059,"Greene County, Tennessee",5685,524,9.2,2856,50.2
0500000US47061,"Grundy County, Tennessee",1063,188,17.7,601,56.5
0500000US47063,"Hamblen County, Tennessee",4814,701,14.6,2355,48.9
0500000US47065,"Hamilton County, Tennessee",34218,4468,13.1,9227,27
0500000US47067,"Hancock County, Tennessee",489,28,5.7,288,58.9
0500000US47069,"Hardeman County, Tennessee",2417,710,29.4,1051,43.5
0500000US47071,"Hardin County, Tennessee",1884,451,23.9,700,37.2
0500000US47073,"Hawkins County, Tennessee",4217,531,12.6,1973,46.8
0500000US47075,"Haywood County, Tennessee",1560,378,24.2,789,50.6
0500000US47077,"Henderson County, Tennessee",2246,280,12.5,898,40
0500000US47079,"Henry County, Tennessee",2294,339,14.8,1249,54.4
0500000US47081,"Hickman County, Tennessee",2023,433,21.4,1013,50.1
0500000US47083,"Houston County, Tennessee",622,120,19.3,227,36.5
0500000US47085,"Humphreys County, Tennessee",1420,200,14.1,587,41.3
0500000US47087,"Jackson County, Tennessee",864,50,5.8,495,57.3
0500000US47089,"Jefferson County, Tennessee",5098,296,5.8,1872,36.7
0500000US47091,"Johnson County, Tennessee",1355,214,15.8,635,46.9
0500000US47093,"Knox County, Tennessee",54159,5172,9.5,14819,27.4
0500000US47095,"Lake County, Tennessee",743,226,30.4,379,51
0500000US47097,"Lauderdale County, Tennessee",2672,646,24.2,1450,54.3
0500000US47099,"Lawrence County, Tennessee",3299,557,16.9,1293,39.2
0500000US47101,"Lewis County, Tennessee",872,87,10,555,63.6
0500000US47103,"Lincoln County, Tennessee",2618,573,21.9,1021,39
0500000US47105,"Loudon County, Tennessee",3366,463,13.8,1828,54.3
0500000US47107,"McMinn County, Tennessee",4575,645,14.1,2084,45.6
0500000US47109,"McNairy County, Tennessee",1946,234,12,890,45.7
0500000US47111,"Macon County, Tennessee",1928,314,16.3,851,44.1
0500000US47113,"Madison County, Tennessee",11116,1131,10.2,3331,30
0500000US47115,"Marion County, Tennessee",2135,376,17.6,893,41.8
0500000US47117,"Marshall County, Tennessee",2426,261,10.8,1064,43.9
0500000US47119,"Maury County, Tennessee",6740,958,14.2,2597,38.5
0500000US47121,"Meigs County, Tennessee",832,123,14.8,531,63.8
0500000US47123,"Monroe County, Tennessee",3849,689,17.9,2051,53.3
0500000US47125,"Montgomery County, Tennessee",22337,1713,7.7,8271,37
0500000US47127,"Moore County, Tennessee",448,84,18.8,185,41.3
0500000US47129,"Morgan County, Tennessee",1881,342,18.2,951,50.6
0500000US47131,"Obion County, Tennessee",2640,414,15.7,1285,48.7
0500000US47133,"Overton County, Tennessee",1697,242,14.3,759,44.7
0500000US47135,"Perry County, Tennessee",583,62,10.6,364,62.4
0500000US47137,"Pickett County, Tennessee",306,23,7.5,192,62.7
0500000US47139,"Polk County, Tennessee",1219,153,12.6,544,44.6
0500000US47141,"Putnam County, Tennessee",11254,775,6.9,3685,32.7
0500000US47143,"Rhea County, Tennessee",3050,491,16.1,1205,39.5
0500000US47145,"Roane County, Tennessee",3904,979,25.1,1345,34.5
0500000US47147,"Robertson County, Tennessee",5392,732,13.6,2446,45.4
0500000US47149,"Rutherford County, Tennessee",36893,2978,8.1,11802,32
0500000US47151,"Scott County, Tennessee",1860,234,12.6,1042,56
0500000US47153,"Sequatchie County, Tennessee",1067,138,12.9,439,41.1
0500000US47155,"Sevier County, Tennessee",7780,1238,15.9,3131,40.2
0500000US47157,"Shelby County, Tennessee",96477,15311,15.9,32727,33.9
0500000US47159,"Smith County, Tennessee",1483,205,13.8,651,43.9
0500000US47161,"Stewart County, Tennessee",1064,112,10.5,503,47.3
0500000US47163,"Sullivan County, Tennessee",12308,1595,13,4677,38
0500000US47165,"Sumner County, Tennessee",13349,1874,14,4690,35.1
0500000US47167,"Tipton County, Tennessee",5580,825,14.8,2504,44.9
0500000US47169,"Trousdale County, Tennessee",740,204,27.6,346,46.8
0500000US47171,"Unicoi County, Tennessee",1261,107,8.5,449,35.6
0500000US47173,"Union County, Tennessee",1516,169,11.1,747,49.3
0500000US47175,"Van Buren County, Tennessee",394,41,10.4,207,52.5
0500000US47177,"Warren County, Tennessee",3181,534,16.8,1521,47.8
0500000US47179,"Washington County, Tennessee",15277,1123,7.4,4542,29.7
0500000US47181,"Wayne County, Tennessee",1473,258,17.5,753,51.1
0500000US47183,"Weakley County, Tennessee",6006,237,3.9,1299,21.6
0500000US47185,"White County, Tennessee",2085,266,12.8,1092,52.4
0500000US47187,"Williamson County, Tennessee",14106,2281,16.2,4295,30.4
0500000US47189,"Wilson County, Tennessee",9399,1279,13.6,3789,40.3
0500000US48001,"Anderson County, Texas",5020,1213,24.2,2571,51.2
0500000US48003,"Andrews County, Texas",1686,357,21.2,787,46.7
0500000US48005,"Angelina County, Texas",8122,1181,14.5,2747,33.8
0500000US48007,"Aransas County, Texas",1830,426,23.3,702,38.4
0500000US48009,"Archer County, Texas",722,137,19,280,38.8
0500000US48011,"Armstrong County, Texas",168,14,8.3,97,57.7
0500000US48013,"Atascosa County, Texas",4189,813,19.4,1521,36.3
0500000US48015,"Austin County, Texas",2398,410,17.1,1187,49.5
0500000US48017,"Bailey County, Texas",644,315,48.9,283,43.9
0500000US48019,"Bandera County, Texas",1238,270,21.8,600,48.5
0500000US48021,"Bastrop County, Texas",6073,1536,25.3,2200,36.2
0500000US48023,"Baylor County, Texas",217,74,34.1,93,42.9
0500000US48025,"Bee County, Texas",3663,938,25.6,1497,40.9
0500000US48027,"Bell County, Texas",40168,4293,10.7,15491,38.6
0500000US48029,"Bexar County, Texas",198519,30907,15.6,62770,31.6
0500000US48031,"Blanco County, Texas",731,96,13.1,165,22.6
0500000US48033,"Borden County, Texas",23,8,34.8,8,34.8
0500000US48035,"Bosque County, Texas",1260,206,16.3,475,37.7
0500000US48037,"Bowie County, Texas",8276,1428,17.3,3389,40.9
0500000US48039,"Brazoria County, Texas",27982,4164,14.9,9053,32.4
0500000US48041,"Brazos County, Texas",59562,3160,5.3,7431,12.5
0500000US48043,"Brewster County, Texas",874,94,10.8,204,23.3
0500000US48045,"Briscoe County, Texas",138,17,12.3,33,23.9
0500000US48047,"Brooks County, Texas",1115,281,25.2,349,31.3
0500000US48049,"Brown County, Texas",3563,618,17.3,1109,31.1
0500000US48051,"Burleson County, Texas",1309,250,19.1,445,34
0500000US48053,"Burnet County, Texas",3642,846,23.2,1448,39.8
0500000US48055,"Caldwell County, Texas",4678,974,20.8,2397,51.2
0500000US48057,"Calhoun County, Texas",1722,395,22.9,633,36.8
0500000US48059,"Callahan County, Texas",841,152,18.1,410,48.8
0500000US48061,"Cameron County, Texas",44199,10101,22.9,14909,33.7
0500000US48063,"Camp County, Texas",1093,295,27,363,33.2
0500000US48065,"Carson County, Texas",445,119,26.7,110,24.7
0500000US48067,"Cass County, Texas",2195,300,13.7,944,43
0500000US48069,"Castro County, Texas",741,202,27.3,283,38.2
0500000US48071,"Chambers County, Texas",3097,718,23.2,1365,44.1
0500000US48073,"Cherokee County, Texas",4849,1135,23.4,1586,32.7
0500000US48075,"Childress County, Texas",828,291,35.1,292,35.3
0500000US48077,"Clay County, Texas",722,151,20.9,240,33.2
0500000US48079,"Cochran County, Texas",312,130,41.7,83,26.6
0500000US48081,"Coke County, Texas",170,28,16.5,42,24.7
0500000US48083,"Coleman County, Texas",634,213,33.6,240,37.9
0500000US48085,"Collin County, Texas",67578,9083,13.4,19888,29.4
0500000US48087,"Collingsworth County, Texas",185,95,51.4,28,15.1
0500000US48089,"Colorado County, Texas",1625,376,23.1,578,35.6
0500000US48091,"Comal County, Texas",9073,1240,13.7,3749,41.3
0500000US48093,"Comanche County, Texas",1082,263,24.3,450,41.6
0500000US48095,"Concho County, Texas",345,114,33,161,46.7
0500000US48097,"Cooke County, Texas",3424,678,19.8,1271,37.1
0500000US48099,"Coryell County, Texas",9740,1121,11.5,4438,45.6
0500000US48101,"Cottle County, Texas",60,9,15,12,20
0500000US48103,"Crane County, Texas",428,144,33.6,153,35.7
0500000US48105,"Crockett County, Texas",302,80,26.5,140,46.4
0500000US48107,"Crosby County, Texas",510,136,26.7,209,41
0500000US48109,"Culberson County, Texas",285,44,15.4,155,54.4
0500000US48111,"Dallam County, Texas",741,109,14.7,458,61.8
0500000US48113,"Dallas County, Texas",244444,50858,20.8,74697,30.6
0500000US48115,"Dawson County, Texas",1454,560,38.5,556,38.2
0500000US48117,"Deaf Smith County, Texas",1928,344,17.8,645,33.5
0500000US48119,"Delta County, Texas",414,108,26.1,143,34.5
0500000US48121,"Denton County, Texas",71886,8436,11.7,17121,23.8
0500000US48123,"DeWitt County, Texas",1483,256,17.3,798,53.8
0500000US48125,"Dickens County, Texas",159,62,39,21,13.2
0500000US48127,"Dimmit County, Texas",1003,256,25.5,410,40.9
0500000US48129,"Donley County, Texas",489,35,7.2,130,26.6
0500000US48131,"Duval County, Texas",1343,383,28.5,529,39.4
0500000US48133,"Eastland County, Texas",2037,156,7.7,809,39.7
0500000US48135,"Ector County, Texas",16739,3502,20.9,6222,37.2
0500000US48137,"Edwards County, Texas",197,63,32,92,46.7
0500000US48139,"Ellis County, Texas",14470,2402,16.6,4982,34.4
0500000US48141,"El Paso County, Texas",96987,14301,14.7,29438,30.4
0500000US48143,"Erath County, Texas",8789,676,7.7,1972,22.4
0500000US48145,"Falls County, Texas",1753,574,32.7,562,32.1
0500000US48147,"Fannin County, Texas",3019,759,25.1,1004,33.3
0500000US48149,"Fayette County, Texas",1719,284,16.5,828,48.2
0500000US48151,"Fisher County, Texas",395,40,10.1,178,45.1
0500000US48153,"Floyd County, Texas",503,70,13.9,167,33.2
0500000US48155,"Foard County, Texas",41,32,78,4,9.8
0500000US48157,"Fort Bend County, Texas",55239,8422,15.2,15919,28.8
0500000US48159,"Franklin County, Texas",744,55,7.4,383,51.5
0500000US48161,"Freestone County, Texas",1443,324,22.5,472,32.7
0500000US48163,"Frio County, Texas",2793,987,35.3,1074,38.5
0500000US48165,"Gaines County, Texas",1680,356,21.2,968,57.6
0500000US48167,"Galveston County, Texas",27900,4436,15.9,8219,29.5
0500000US48169,"Garza County, Texas",398,115,28.9,157,39.4
0500000US48171,"Gillespie County, Texas",1687,253,15,658,39
0500000US48173,"Glasscock County, Texas",48,14,29.2,18,37.5
0500000US48175,"Goliad County, Texas",615,87,14.1,314,51.1
0500000US48177,"Gonzales County, Texas",1851,662,35.8,701,37.9
0500000US48179,"Gray County, Texas",1807,353,19.5,569,31.5
0500000US48181,"Grayson County, Texas",11278,2385,21.1,3284,29.1
0500000US48183,"Gregg County, Texas",12655,2094,16.5,3986,31.5
0500000US48185,"Grimes County, Texas",2313,688,29.7,920,39.8
0500000US48187,"Guadalupe County, Texas",12953,2417,18.7,4784,36.9
0500000US48189,"Hale County, Texas",4200,785,18.7,1674,39.9
0500000US48191,"Hall County, Texas",340,93,27.4,142,41.8
0500000US48193,"Hamilton County, Texas",611,173,28.3,331,54.2
0500000US48195,"Hansford County, Texas",456,164,36,144,31.6
0500000US48197,"Hardeman County, Texas",233,88,37.8,52,22.3
0500000US48199,"Hardin County, Texas",4470,808,18.1,1862,41.7
0500000US48201,"Harris County, Texas",431681,85707,19.9,131512,30.5
0500000US48203,"Harrison County, Texas",6033,752,12.5,2083,34.5
0500000US48205,"Hartley County, Texas",299,24,8,158,52.8
0500000US48207,"Haskell County, Texas",428,105,24.5,148,34.6
0500000US48209,"Hays County, Texas",31674,2185,6.9,5864,18.5
0500000US48211,"Hemphill County, Texas",259,63,24.3,52,20.1
0500000US48213,"Henderson County, Texas",6464,889,13.8,3114,48.2
0500000US48215,"Hidalgo County, Texas",90371,20196,22.3,26243,29
0500000US48217,"Hill County, Texas",2885,565,19.6,1013,35.1
0500000US48219,"Hockley County, Texas",2920,401,13.7,687,23.5
0500000US48221,"Hood County, Texas",3758,768,20.4,1387,36.9
0500000US48223,"Hopkins County, Texas",2928,381,13,1203,41.1
0500000US48225,"Houston County, Texas",1764,478,27.1,672,38.1
0500000US48227,"Howard County, Texas",3846,780,20.3,1164,30.3
0500000US48229,"Hudspeth County, Texas",224,59,26.3,76,33.9
0500000US48231,"Hunt County, Texas",8776,1339,15.3,3035,34.6
0500000US48233,"Hutchinson County, Texas",1837,384,20.9,690,37.6
0500000US48235,"Irion County, Texas",142,31,21.8,52,36.6
0500000US48237,"Jack County, Texas",955,288,30.2,421,44.1
0500000US48239,"Jackson County, Texas",1130,220,19.5,522,46.2
0500000US48241,"Jasper County, Texas",2943,604,20.5,1260,42.8
0500000US48243,"Jeff Davis County, Texas",76,39,51.3,37,48.7
0500000US48245,"Jefferson County, Texas",26159,4503,17.2,9111,34.8
0500000US48247,"Jim Hogg County, Texas",482,152,31.5,98,20.3
0500000US48249,"Jim Wells County, Texas",4058,1441,35.5,1433,35.3
0500000US48251,"Johnson County, Texas",13570,2599,19.2,5097,37.6
0500000US48253,"Jones County, Texas",1906,657,34.5,784,41.1
0500000US48255,"Karnes County, Texas",1563,579,37,542,34.7
0500000US48257,"Kaufman County, Texas",8802,1348,15.3,3212,36.5
0500000US48259,"Kendall County, Texas",2968,585,19.7,988,33.3
0500000US48261,"Kenedy County, Texas",42,9,21.4,29,69
0500000US48263,"Kent County, Texas",46,11,23.9,10,21.7
0500000US48265,"Kerr County, Texas",4241,833,19.6,1699,40.1
0500000US48267,"Kimble County, Texas",283,44,15.5,110,38.9
0500000US48269,"King County, Texas",9,4,44.4,3,33.3
0500000US48271,"Kinney County, Texas",289,72,24.9,110,38.1
0500000US48273,"Kleberg County, Texas",6329,873,13.8,769,12.2
0500000US48275,"Knox County, Texas",265,61,23,106,40
0500000US48277,"Lamar County, Texas",4615,1075,23.3,1039,22.5
0500000US48279,"Lamb County, Texas",1184,312,26.4,363,30.7
0500000US48281,"Lampasas County, Texas",1543,508,32.9,581,37.7
0500000US48283,"La Salle County, Texas",656,187,28.5,223,34
0500000US48285,"Lavaca County, Texas",1416,309,21.8,471,33.3
0500000US48287,"Lee County, Texas",1587,452,28.5,576,36.3
0500000US48289,"Leon County, Texas",1177,250,21.2,498,42.3
0500000US48291,"Liberty County, Texas",7378,1744,23.6,2859,38.8
0500000US48293,"Limestone County, Texas",2033,559,27.5,887,43.6
0500000US48295,"Lipscomb County, Texas",341,74,21.7,118,34.6
0500000US48297,"Live Oak County, Texas",834,230,27.6,359,43
0500000US48299,"Llano County, Texas",1076,179,16.6,452,42
0500000US48301,"Loving County, Texas",5,0,0,5,100
0500000US48303,"Lubbock County, Texas",50508,4751,9.4,9521,18.9
0500000US48305,"Lynn County, Texas",440,64,14.5,191,43.4
0500000US48307,"McCulloch County, Texas",421,49,11.6,250,59.4
0500000US48309,"McLennan County, Texas",36048,4312,12,8990,24.9
0500000US48311,"McMullen County, Texas",57,10,17.5,14,24.6
0500000US48313,"Madison County, Texas",2015,823,40.8,715,35.5
0500000US48315,"Marion County, Texas",642,127,19.8,241,37.5
0500000US48317,"Martin County, Texas",552,215,38.9,179,32.4
0500000US48319,"Mason County, Texas",259,80,30.9,107,41.3
0500000US48321,"Matagorda County, Texas",3284,663,20.2,1610,49
0500000US48323,"Maverick County, Texas",6506,1670,25.7,2121,32.6
0500000US48325,"Medina County, Texas",4594,1166,25.4,1528,33.3
0500000US48327,"Menard County, Texas",106,26,24.5,67,63.2
0500000US48329,"Midland County, Texas",15554,2849,18.3,5819,37.4
0500000US48331,"Milam County, Texas",1912,583,30.5,819,42.8
0500000US48333,"Mills County, Texas",275,69,25.1,66,24
0500000US48335,"Mitchell County, Texas",1083,452,41.7,350,32.3
0500000US48337,"Montague County, Texas",1407,291,20.7,565,40.2
0500000US48339,"Montgomery County, Texas",41796,8496,20.3,13711,32.8
0500000US48341,"Moore County, Texas",2320,719,31,689,29.7
0500000US48343,"Morris County, Texas",930,258,27.7,268,28.8
0500000US48345,"Motley County, Texas",150,29,19.3,40,26.7
0500000US48347,"Nacogdoches County, Texas",13026,1180,9.1,2137,16.4
0500000US48349,"Navarro County, Texas",4157,906,21.8,1522,36.6
0500000US48351,"Newton County, Texas",1492,404,27.1,593,39.7
0500000US48353,"Nolan County, Texas",1536,265,17.3,792,51.6
0500000US48355,"Nueces County, Texas",36408,5967,16.4,12223,33.6
0500000US48357,"Ochiltree County, Texas",991,293,29.6,370,37.3
0500000US48359,"Oldham County, Texas",197,57,28.9,84,42.6
0500000US48361,"Orange County, Texas",7258,1241,17.1,3071,42.3
0500000US48363,"Palo Pinto County, Texas",2378,579,24.3,1165,49
0500000US48365,"Panola County, Texas",2105,345,16.4,508,24.1
0500000US48367,"Parker County, Texas",10340,1721,16.6,3635,35.2
0500000US48369,"Parmer County, Texas",1001,268,26.8,411,41.1
0500000US48371,"Pecos County, Texas",1349,405,30,460,34.1
0500000US48373,"Polk County, Texas",3655,991,27.1,1309,35.8
0500000US48375,"Potter County, Texas",11889,2516,21.2,4027,33.9
0500000US48377,"Presidio County, Texas",429,253,59,116,27
0500000US48379,"Rains County, Texas",683,153,22.4,259,37.9
0500000US48381,"Randall County, Texas",13269,1506,11.3,3298,24.9
0500000US48383,"Reagan County, Texas",256,32,12.5,154,60.2
0500000US48385,"Real County, Texas",212,103,48.6,30,14.2
0500000US48387,"Red River County, Texas",1001,183,18.3,408,40.8
0500000US48389,"Reeves County, Texas",1523,381,25,737,48.4
0500000US48391,"Refugio County, Texas",654,153,23.4,187,28.6
0500000US48393,"Roberts County, Texas",33,0,0,26,78.8
0500000US48395,"Robertson County, Texas",1488,290,19.5,560,37.6
0500000US48397,"Rockwall County, Texas",6209,839,13.5,2334,37.6
0500000US48399,"Runnels County, Texas",915,192,21,426,46.6
0500000US48401,"Rusk County, Texas",4810,1145,23.8,1659,34.5
0500000US48403,"Sabine County, Texas",646,136,21.1,288,44.6
0500000US48405,"San Augustine County, Texas",565,97,17.2,333,58.9
0500000US48407,"San Jacinto County, Texas",2144,741,34.6,975,45.5
0500000US48409,"San Patricio County, Texas",6222,1400,22.5,2436,39.2
0500000US48411,"San Saba County, Texas",476,127,26.7,138,29
0500000US48413,"Schleicher County, Texas",371,20,5.4,165,44.5
0500000US48415,"Scurry County, Texas",1708,318,18.6,618,36.2
0500000US48417,"Shackelford County, Texas",249,35,14.1,145,58.2
0500000US48419,"Shelby County, Texas",2437,655,26.9,753,30.9
0500000US48421,"Sherman County, Texas",233,45,19.3,73,31.3
0500000US48423,"Smith County, Texas",22847,3358,14.7,6463,28.3
0500000US48425,"Somervell County, Texas",635,107,16.9,227,35.7
0500000US48427,"Starr County, Texas",7178,1726,24,2333,32.5
0500000US48429,"Stephens County, Texas",883,325,36.8,308,34.9
0500000US48431,"Sterling County, Texas",75,17,22.7,8,10.7
0500000US48433,"Stonewall County, Texas",11,1,9.1,4,36.4
0500000US48435,"Sutton County, Texas",305,76,24.9,119,39
0500000US48437,"Swisher County, Texas",778,158,20.3,411,52.8
0500000US48439,"Tarrant County, Texas",181579,29447,16.2,57354,31.6
0500000US48441,"Taylor County, Texas",20039,1951,9.7,6268,31.3
0500000US48443,"Terrell County, Texas",16,3,18.8,8,50
0500000US48445,"Terry County, Texas",1278,451,35.3,398,31.1
0500000US48447,"Throckmorton County, Texas",83,13,15.7,45,54.2
0500000US48449,"Titus County, Texas",3463,632,18.3,1374,39.7
0500000US48451,"Tom Green County, Texas",15267,1656,10.8,5396,35.3
0500000US48453,"Travis County, Texas",118731,14573,12.3,25608,21.6
0500000US48455,"Trinity County, Texas",907,207,22.8,351,38.7
0500000US48457,"Tyler County, Texas",2114,703,33.3,859,40.6
0500000US48459,"Upshur County, Texas",3362,655,19.5,1245,37
0500000US48461,"Upton County, Texas",283,59,20.8,126,44.5
0500000US48463,"Uvalde County, Texas",2868,356,12.4,1067,37.2
0500000US48465,"Val Verde County, Texas",5391,1277,23.7,1912,35.5
0500000US48467,"Van Zandt County, Texas",4030,1081,26.8,1465,36.4
0500000US48469,"Victoria County, Texas",8587,1973,23,3178,37
0500000US48471,"Walker County, Texas",13862,1292,9.3,2743,19.8
0500000US48473,"Waller County, Texas",10120,967,9.6,2555,25.2
0500000US48475,"Ward County, Texas",1058,221,20.9,432,40.8
0500000US48477,"Washington County, Texas",3921,466,11.9,1126,28.7
0500000US48479,"Webb County, Texas",29888,6229,20.8,9680,32.4
0500000US48481,"Wharton County, Texas",3795,632,16.7,1769,46.6
0500000US48483,"Wheeler County, Texas",368,38,10.3,103,28
0500000US48485,"Wichita County, Texas",18357,1442,7.9,7324,39.9
0500000US48487,"Wilbarger County, Texas",1335,249,18.7,635,47.6
0500000US48489,"Willacy County, Texas",2851,703,24.7,1396,49
0500000US48491,"Williamson County, Texas",37017,5169,14,12026,32.5
0500000US48493,"Wilson County, Texas",3652,643,17.6,1286,35.2
0500000US48495,"Winkler County, Texas",713,161,22.6,228,32
0500000US48497,"Wise County, Texas",4895,866,17.7,1725,35.2
0500000US48499,"Wood County, Texas",3403,534,15.7,1360,40
0500000US48501,"Yoakum County, Texas",705,120,17,219,31.1
0500000US48503,"Young County, Texas",1371,356,26,549,40
0500000US48505,"Zapata County, Texas",1522,473,31.1,552,36.3
0500000US48507,"Zavala County, Texas",1492,284,19,446,29.9
0500000US49001,"Beaver County, Utah",609,206,33.8,182,29.9
0500000US49003,"Box Elder County, Utah",4346,655,15.1,2034,46.8
0500000US49005,"Cache County, Utah",22017,1187,5.4,4801,21.8
0500000US49007,"Carbon County, Utah",2152,209,9.7,673,31.3
0500000US49009,"Daggett County, Utah",72,17,23.6,27,37.5
0500000US49011,"Davis County, Utah",30274,4304,14.2,10471,34.6
0500000US49013,"Duchesne County, Utah",1757,452,25.7,739,42.1
0500000US49015,"Emery County, Utah",816,89,10.9,310,38
0500000US49017,"Garfield County, Utah",423,130,30.7,128,30.3
0500000US49019,"Grand County, Utah",722,125,17.3,426,59
0500000US49021,"Iron County, Utah",7671,1141,14.9,1904,24.8
0500000US49023,"Juab County, Utah",960,177,18.4,299,31.1
0500000US49025,"Kane County, Utah",437,54,12.4,315,72.1
0500000US49027,"Millard County, Utah",996,157,15.8,360,36.1
0500000US49029,"Morgan County, Utah",820,58,7.1,273,33.3
0500000US49031,"Piute County, Utah",109,16,14.7,50,45.9
0500000US49033,"Rich County, Utah",132,46,34.8,24,18.2
0500000US49035,"Salt Lake County, Utah",107270,15091,14.1,33831,31.5
0500000US49037,"San Juan County, Utah",1663,507,30.5,607,36.5
0500000US49039,"Sanpete County, Utah",4503,683,15.2,1085,24.1
0500000US49041,"Sevier County, Utah",1713,390,22.8,566,33
0500000US49043,"Summit County, Utah",2950,451,15.3,1023,34.7
0500000US49045,"Tooele County, Utah",4921,823,16.7,2151,43.7
0500000US49047,"Uintah County, Utah",3272,510,15.6,1613,49.3
0500000US49049,"Utah County, Utah",91578,9059,9.9,19847,21.7
0500000US49051,"Wasatch County, Utah",2104,254,12.1,796,37.8
0500000US49053,"Washington County, Utah",13681,1746,12.8,4499,32.9
0500000US49055,"Wayne County, Utah",176,43,24.4,14,8
0500000US49057,"Weber County, Utah",23519,3316,14.1,8049,34.2
0500000US50001,"Addison County, Vermont",4872,294,6,1488,30.5
0500000US50003,"Bennington County, Vermont",3376,360,10.7,1311,38.8
0500000US50005,"Caledonia County, Vermont",2972,361,12.1,1285,43.2
0500000US50007,"Chittenden County, Vermont",25554,1666,6.5,3864,15.1
0500000US50009,"Essex County, Vermont",382,71,18.6,148,38.7
0500000US50011,"Franklin County, Vermont",3619,433,12,1424,39.3
0500000US50013,"Grand Isle County, Vermont",496,59,11.9,161,32.5
0500000US50015,"Lamoille County, Vermont",2401,223,9.3,833,34.7
0500000US50017,"Orange County, Vermont",2360,300,12.7,793,33.6
0500000US50019,"Orleans County, Vermont",2011,310,15.4,957,47.6
0500000US50021,"Rutland County, Vermont",5995,546,9.1,2152,35.9
0500000US50023,"Washington County, Vermont",5434,513,9.4,1696,31.2
0500000US50025,"Windham County, Vermont",3591,429,11.9,1110,30.9
0500000US50027,"Windsor County, Vermont",3613,618,17.1,1453,40.2
0500000US51001,"Accomack County, Virginia",2525,672,26.6,1019,40.4
0500000US51003,"Albemarle County, Virginia",12323,560,4.5,3678,29.8
0500000US51005,"Alleghany County, Virginia",1102,246,22.3,380,34.5
0500000US51007,"Amelia County, Virginia",1033,126,12.2,587,56.8
0500000US51009,"Amherst County, Virginia",3166,300,9.5,1142,36.1
0500000US51011,"Appomattox County, Virginia",1107,120,10.8,500,45.2
0500000US51013,"Arlington County, Virginia",18193,1438,7.9,3443,18.9
0500000US51015,"Augusta County, Virginia",5763,935,16.2,2880,50
0500000US51017,"Bath County, Virginia",228,13,5.7,110,48.2
0500000US51019,"Bedford County, Virginia",5660,535,9.5,2418,42.7
0500000US51021,"Bland County, Virginia",455,91,20,243,53.4
0500000US51023,"Botetourt County, Virginia",2396,424,17.7,727,30.3
0500000US51025,"Brunswick County, Virginia",1817,382,21,537,29.6
0500000US51027,"Buchanan County, Virginia",1735,204,11.8,685,39.5
0500000US51029,"Buckingham County, Virginia",1435,206,14.4,687,47.9
0500000US51031,"Campbell County, Virginia",4964,810,16.3,1605,32.3
0500000US51033,"Caroline County, Virginia",2769,188,6.8,1153,41.6
